Term of Loan in Years|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50
12/22/2025|6.09|5.88|5.86|5.86|5.7|5.7|5.47|5.47|5.73|5.73|5.73|5.73|5.72|5.72|5.72|5.72|5.72|5.94|5.94|5.94|5.94|5.94|5.94|5.94|5.94|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25
12/29/2025|6.09|5.88|5.86|5.86|5.7|5.7|5.47|5.47|5.73|5.73|5.73|5.73|5.72|5.72|5.72|5.72|5.72|5.94|5.94|5.94|5.94|5.94|5.94|5.94|5.94|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25
01/05/2026|6.4|6.12|6.1|6.1|5.68|5.68|5.7|5.7|5.75|5.75|5.75|5.75|5.69|5.69|5.69|5.69|5.69|5.88|5.88|5.88|5.88|5.88|5.88|5.88|5.88|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19
01/12/2026|6.23|6.01|6|6|5.63|5.63|5.55|5.55|5.75|5.75|5.75|5.75|5.59|5.59|5.59|5.59|5.59|5.96|5.96|5.96|5.96|5.96|5.96|5.96|5.96|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17
01/19/2026|6.17|6|5.98|5.98|5.55|5.55|5.36|5.36|5.6|5.6|5.6|5.6|5.5|5.5|5.5|5.5|5.5|5.92|5.92|5.92|5.92|5.92|5.92|5.92|5.92|6.06|6.06|6.06|6.06|6.06|6.06|6.06|6.06|6.06|6.06|6.06|6.06|6.06|6.06|6.06|6.06|6.06|6.06|6.06|6.06|6.06|6.06|6.06|6.06|6.06
01/26/2026|6.14|6.02|6.02|6.02|5.58|5.58|5.36|5.36|5.52|5.52|5.52|5.52|5.61|5.61|5.61|5.61|5.61|5.85|5.85|5.85|5.85|5.85|5.85|5.85|5.85|6.14|6.14|6.14|6.14|6.14|6.14|6.14|6.14|6.14|6.14|6.14|6.14|6.14|6.14|6.14|6.14|6.14|6.14|6.14|6.14|6.14|6.14|6.14|6.14|6.14
02/02/2026|6.44|6.14|6.13|6.13|5.55|5.55|5.43|5.43|5.53|5.53|5.53|5.53|5.59|5.59|5.59|5.59|5.59|5.84|5.84|5.84|5.84|5.84|5.84|5.84|5.84|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1
02/09/2026|6.6|6.3|6.24|6.24|5.56|5.56|5.61|5.61|5.58|5.58|5.58|5.58|5.61|5.61|5.61|5.61|5.61|5.86|5.86|5.86|5.86|5.86|5.86|5.86|5.86|6.13|6.13|6.13|6.13|6.13|6.13|6.13|6.13|6.13|6.13|6.13|6.13|6.13|6.13|6.13|6.13|6.13|6.13|6.13|6.13|6.13|6.13|6.13|6.13|6.13
02/16/2026|6.38|6.13|6.08|6.08|5.57|5.57|5.56|5.56|5.66|5.66|5.66|5.66|5.53|5.53|5.53|5.53|5.53|5.88|5.88|5.88|5.88|5.88|5.88|5.88|5.88|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1
02/23/2026|6.49|6.15|6.08|6.08|5.54|5.54|5.36|5.36|5.74|5.74|5.74|5.74|5.46|5.46|5.46|5.46|5.46|5.77|5.77|5.77|5.77|5.77|5.77|5.77|5.77|5.99|5.99|5.99|5.99|5.99|5.99|5.99|5.99|5.99|5.99|5.99|5.99|5.99|5.99|5.99|5.99|5.99|5.99|5.99|5.99|5.99|5.99|5.99|5.99|5.99
03/02/2026|6.14|5.86|5.82|5.82|5.52|5.52|5.41|5.41|5.64|5.64|5.64|5.64|5.53|5.53|5.53|5.53|5.53|5.75|5.75|5.75|5.75|5.75|5.75|5.75|5.75|5.98|5.98|5.98|5.98|5.98|5.98|5.98|5.98|5.98|5.98|5.98|5.98|5.98|5.98|5.98|5.98|5.98|5.98|5.98|5.98|5.98|5.98|5.98|5.98|5.98
03/09/2026|5.81|5.62|5.58|5.58|5.51|5.51|5.36|5.36|5.65|5.65|5.65|5.65|5.58|5.58|5.58|5.58|5.58|5.7|5.7|5.7|5.7|5.7|5.7|5.7|5.7|6.02|6.02|6.02|6.02|6.02|6.02|6.02|6.02|6.02|6.02|6.02|6.02|6.02|6.02|6.02|6.02|6.02|6.02|6.02|6.02|6.02|6.02|6.02|6.02|6.02
03/16/2026|5.63|5.53|5.51|5.51|5.49|5.49|5.6|5.6|5.68|5.68|5.68|5.68|5.61|5.61|5.61|5.61|5.61|5.75|5.75|5.75|5.75|5.75|5.75|5.75|5.75|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12
03/23/2026|5.68|5.61|5.56|5.56|5.55|5.55|5.61|5.61|5.7|5.7|5.7|5.7|5.73|5.73|5.73|5.73|5.73|5.94|5.94|5.94|5.94|5.94|5.94|5.94|5.94|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22
03/30/2026|5.97|5.82|5.77|5.77|5.64|5.64|5.78|5.78|5.76|5.76|5.76|5.76|5.87|5.87|5.87|5.87|5.87|5.99|5.99|5.99|5.99|5.99|5.99|5.99|5.99|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43
04/06/2026|5.64|5.58|5.54|5.54|5.71|5.71|5.7|5.7|5.97|5.97|5.97|5.97|5.89|5.89|5.89|5.89|5.89|5.95|5.95|5.95|5.95|5.95|5.95|5.95|5.95|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43
04/13/2026|5.69|5.64|5.59|5.59|5.76|5.76|5.77|5.77|6.02|6.02|6.02|6.02|5.85|5.85|5.85|5.85|5.85|5.98|5.98|5.98|5.98|5.98|5.98|5.98|5.98|6.37|6.37|6.37|6.37|6.37|6.37|6.37|6.37|6.37|6.37|6.37|6.37|6.37|6.37|6.37|6.37|6.37|6.37|6.37|6.37|6.37|6.37|6.37|6.37|6.37
04/20/2026|5.68|5.59|5.55|5.55|5.79|5.79|5.66|5.66|6.15|6.15|6.15|6.15|5.79|5.79|5.79|5.79|5.79|6.03|6.03|6.03|6.03|6.03|6.03|6.03|6.03|6.3|6.3|6.3|6.3|6.3|6.3|6.3|6.3|6.3|6.3|6.3|6.3|6.3|6.3|6.3|6.3|6.3|6.3|6.3|6.3|6.3|6.3|6.3|6.3|6.3
04/27/2026|5.65|5.59|5.56|5.56|5.74|5.74|5.53|5.53|5.95|5.95|5.95|5.95|5.7|5.7|5.7|5.7|5.7|5.95|5.95|5.95|5.95|5.95|5.95|5.95|5.95|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26
05/04/2026|5.59|5.58|5.56|5.56|5.75|5.75|5.7|5.7|5.89|5.89|5.89|5.89|5.83|5.83|5.83|5.83|5.83|6.02|6.02|6.02|6.02|6.02|6.02|6.02|6.02|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32
05/11/2026|5.55|5.56|5.54|5.54|5.75|5.75|5.69|5.69|5.85|5.85|5.85|5.85|5.86|5.86|5.86|5.86|5.86|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.41|6.41|6.41|6.41|6.41|6.41|6.41|6.41|6.41|6.41|6.41|6.41|6.41|6.41|6.41|6.41|6.41|6.41|6.41|6.41|6.41|6.41|6.41|6.41|6.41
05/18/2026|5.66|5.69|5.64|5.64|5.77|5.77|5.77|5.77|5.82|5.82|5.82|5.82|5.9|5.9|5.9|5.9|5.9|6.15|6.15|6.15|6.15|6.15|6.15|6.15|6.15|6.42|6.42|6.42|6.42|6.42|6.42|6.42|6.42|6.42|6.42|6.42|6.42|6.42|6.42|6.42|6.42|6.42|6.42|6.42|6.42|6.42|6.42|6.42|6.42|6.42
05/25/2026|5.53|5.64|5.65|5.65|5.83|5.83|5.84|5.84|5.91|5.91|5.91|5.91|6.09|6.09|6.09|6.09|6.09|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.6|6.6|6.6|6.6|6.6|6.6|6.6|6.6|6.6|6.6|6.6|6.6|6.6|6.6|6.6|6.6|6.6|6.6|6.6|6.6|6.6|6.6|6.6|6.6|6.6
06/01/2026|5.59|5.63|5.66|5.66|5.87|5.87|5.87|5.87|6.02|6.02|6.02|6.02|5.98|5.98|5.98|5.98|5.98|6.28|6.28|6.28|6.28|6.28|6.28|6.28|6.28|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52
06/08/2026|5.71|5.82|5.82|5.82|5.86|5.86|5.79|5.79|5.98|5.98|5.98|5.98|6.02|6.02|6.02|6.02|6.02|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.51|6.51|6.51|6.51|6.51|6.51|6.51|6.51|6.51|6.51|6.51|6.51|6.51|6.51|6.51|6.51|6.51|6.51|6.51|6.51|6.51|6.51|6.51|6.51|6.51
06/15/2026|5.59|5.71|5.7|5.7|5.89|5.89|5.93|5.93|6.06|6.06|6.06|6.06|6.04|6.04|6.04|6.04|6.04|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57
06/22/2026|5.85|5.85|5.81|5.81|5.89|5.89|5.84|5.84|6.03|6.03|6.03|6.03|5.97|5.97|5.97|5.97|5.97|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49
06/29/2026|6.25|6.14|6.08|6.08|5.89|5.89|5.9|5.9|6.09|6.09|6.09|6.09|6.02|6.02|6.02|6.02|6.02|6.16|6.16|6.16|6.16|6.16|6.16|6.16|6.16|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52|6.52
07/06/2026|6.04|5.98|5.91|5.91|5.85|5.85|5.75|5.75|5.97|5.97|5.97|5.97|5.98|5.98|5.98|5.98|5.98|6.15|6.15|6.15|6.15|6.15|6.15|6.15|6.15|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49|6.49
07/13/2026|6.26|6.1|5.99|5.99|5.87|5.87|5.74|5.74|5.99|5.99|5.99|5.99|6.03|6.03|6.03|6.03|6.03|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.53|6.53|6.53|6.53|6.53|6.53|6.53|6.53|6.53|6.53|6.53|6.53|6.53|6.53|6.53|6.53|6.53|6.53|6.53|6.53|6.53|6.53|6.53|6.53|6.53
07/20/2026|6.25|6.08|6.02|6.02|5.9|5.9|5.86|5.86|5.94|5.94|5.94|5.94|6.1|6.1|6.1|6.1|6.1|6.18|6.18|6.18|6.18|6.18|6.18|6.18|6.18|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61
07/27/2026|6.31|6.15|6.07|6.07|5.91|5.91|5.97|5.97|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.64|6.64|6.64|6.64|6.64|6.64|6.64|6.64|6.64|6.64|6.64|6.64|6.64|6.64|6.64|6.64|6.64|6.64|6.64|6.64|6.64|6.64|6.64|6.64|6.64
08/03/2026|6.1|6.01|5.97|5.97|5.99|5.99|6.01|6.01|6.27|6.27|6.27|6.27|6.2|6.2|6.2|6.2|6.2|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.68|6.68|6.68|6.68|6.68|6.68|6.68|6.68|6.68|6.68|6.68|6.68|6.68|6.68|6.68|6.68|6.68|6.68|6.68|6.68|6.68|6.68|6.68|6.68|6.68
08/10/2026|5.92|5.95|5.96|5.96|6.03|6.03|5.98|5.98|6.28|6.28|6.28|6.28|6.16|6.16|6.16|6.16|6.16|6.34|6.34|6.34|6.34|6.34|6.34|6.34|6.34|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72
08/17/2026|5.82|5.91|5.92|5.92|6.04|6.04|5.86|5.86|6.3|6.3|6.3|6.3|6.18|6.18|6.18|6.18|6.18|6.39|6.39|6.39|6.39|6.39|6.39|6.39|6.39|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71
08/24/2026|5.82|5.89|5.91|5.91|6.08|6.08|5.87|5.87|6.29|6.29|6.29|6.29|6.18|6.18|6.18|6.18|6.18|6.33|6.33|6.33|6.33|6.33|6.33|6.33|6.33|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72|6.72
08/31/2026|5.85|5.89|5.93|5.93|6.06|6.06|6.08|6.08|6.32|6.32|6.32|6.32|6.16|6.16|6.16|6.16|6.16|6.33|6.33|6.33|6.33|6.33|6.33|6.33|6.33|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71|6.71
09/07/2026|5.8|5.87|5.89|5.89|6.05|6.05|6.05|6.05|6.29|6.29|6.29|6.29|6.25|6.25|6.25|6.25|6.25|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78
09/14/2026|5.79|5.91|5.92|5.92|6.1|6.1|6.21|6.21|6.31|6.31|6.31|6.31|6.34|6.34|6.34|6.34|6.34|6.47|6.47|6.47|6.47|6.47|6.47|6.47|6.47|6.84|6.84|6.84|6.84|6.84|6.84|6.84|6.84|6.84|6.84|6.84|6.84|6.84|6.84|6.84|6.84|6.84|6.84|6.84|6.84|6.84|6.84|6.84|6.84|6.84
